Business_ID,Name,Address,Coordinates,Num_of_Reviews,Rating,Zip_Code
W4UAL78mPBHTdi8G_te9Ew,Bonjour Crepes & Wine,1585 2nd Ave,"{'latitude': 40.77557687, 'longitude': -73.953696}",224,3.5,10028
EHINHIbLklEUShuANKjGgw,Tomiño Taberna Gallega,192 Grand St,"{'latitude': 40.7192978908919, 'longitude': -73.9969160361937}",255,4.5,10013
t3WXZ8U6espLzY5YQ1Ocsg,Cello Wine Bar,226 E 53rd St,"{'latitude': 40.7570686, 'longitude': -73.9684187}",195,4.0,10022
ZgIs3x73_b29wiwPMIiOnQ,Panino Rustico of Mill Basin,5801 Ave N,"{'latitude': 40.619645, 'longitude': -73.919084}",73,4.5,11234
B8yFj4qt-HgMCbF5S-GkgA,Creperie,255 Liberty St,"{'latitude': 40.711547382455, 'longitude': -74.0153995156288}",15,3.0,10281
1htK0vS5FAHaXXtpAQperQ,Bread & Tulips,365 Park Ave S,"{'latitude': 40.7421, 'longitude': -73.98461}",274,4.0,10016
-olla_BldF5Y84I9ezRNdA,Hourglass Tavern,373 W 46th St,"{'latitude': 40.760952, 'longitude': -73.9903269}",772,4.0,10036
Cq0_y25K4r60gUP0JeHRDQ,The Orchard Townhouse,242 10th Ave,"{'latitude': 40.74839, 'longitude': -74.00344}",25,4.0,10001
U60GbyJIMzwKZaP5IRgnBg,Bar Veloce,176 7th Ave,"{'latitude': 40.742542, 'longitude': -73.996979}",186,3.5,10011
Cnqy9w1BFXZFEaChfox0ow,Rosemary's,18 Greenwich Ave,"{'latitude': 40.734863, 'longitude': -73.99974}",966,3.5,10011
_OzfOh1aJM4PFCG-qpVknQ,Omonia Cafe - Astoria,32-20 Broadway,"{'latitude': 40.7611121, 'longitude': -73.9240205}",654,3.0,11106
eWMuXtaBzf0H5u0Vf_zpjw,Ciccio,190 6th Ave,"{'latitude': 40.7263263267119, 'longitude': -74.0034471165676}",284,4.5,10013
zHtCLIChaKxqFXfMZQHkMQ,Speedy Romeo,376 Classon Ave,"{'latitude': 40.6875154792236, 'longitude': -73.959874469611}",592,4.0,11238
Kz7hn14j6KXf_gYeC99rUg,i Trulli,124 E 27th St,"{'latitude': 40.74207, 'longitude': -73.98361}",361,3.5,10016
zXiPZpz6G9LiRkb5vgphMw,Green Pear Cafe,93 Grand St,"{'latitude': 40.7381444779813, 'longitude': -74.0363041705471}",140,4.0,07030
StN5iogEjup2MWAzwaGDig,Royal Warsaw Restaurant,871 River Dr,"{'latitude': 40.89127, 'longitude': -74.12705}",230,4.0,07407
d-3iSxCYj8i5bvivBgf_kQ,Mateus Restaurant & Bar,22205 Jamaica Ave,"{'latitude': 40.72073, 'longitude': -73.73233}",89,4.0,11428
goqTQ4tOD-asC_ZJBW9l7w,Patsy's Italian Restaurant,236 W 56th St,"{'latitude': 40.76553, 'longitude': -73.98274}",914,4.0,10019
UB5emSFilql0J10Jx4AHXA,Watawa Sushi,33-10 Ditmars Blvd,"{'latitude': 40.774959, 'longitude': -73.9095}",890,4.0,11105
9W_dg9fvb-z8DBye2jfGiQ,Dazie's,39-41 Queens Blvd,"{'latitude': 40.744194, 'longitude': -73.924557}",87,4.0,11104
uDWRGAtDW1z7lWpRCfuXAg,Maison Kayser,8 W 40th St,"{'latitude': 40.752321, 'longitude': -73.982692}",394,3.5,10018
Au1AcsukhrbUfn6oit8tZw,Kochi,652 10th Ave,"{'latitude': 40.76201, 'longitude': -73.99351}",102,4.5,10036
Sz2_SDk8ttk1FT6UHqUtrA,Abigail's Cafe,804 W Elizabeth Ave,"{'latitude': 40.625845, 'longitude': -74.257662}",270,4.5,07036
hWi9EGyp_xP25mWh5JCiAQ,Homestead Inn,420 Field Point Rd,"{'latitude': 41.015193, 'longitude': -73.634887}",8,3.5,06830
wT_-RVwMoiPAL9L191Zjvg,Botte Bar,25-07 Broadway,"{'latitude': 40.7633418050593, 'longitude': -73.9281750915024}",99,4.5,11106
Vbtj1T-ygpQoVY1IaqJdkw,Fornos of Spain,47 Ferry St,"{'latitude': 40.7323, 'longitude': -74.16329}",732,4.0,07105
2DBgxV4_Yvg5ptIGp3oDvA,Boro6 Wine Bar,549 Warburton Ave,"{'latitude': 40.9951098204468, 'longitude': -73.8823442328342}",110,4.5,10706
trEnFaHqRkJqtjRvzx7PsQ,Dafni Greek Taverna,325 West 42nd St,"{'latitude': 40.75788, 'longitude': -73.99092}",947,4.0,10036
C9khKyGgZY8S-JjK9FowKg,Cappadocia Restaurant,117 Newark Pompton Tpke,"{'latitude': 40.88375, 'longitude': -74.24461}",127,4.5,07424
pAS9SdKkgtimFmlXizhQWA,Spuntino Wine Bar & Italian Tapas,1002 Old Country Rd,"{'latitude': 40.742950780653, 'longitude': -73.6052816054836}",784,4.0,11530
DXZctS1HsfF7oUTuqgQL0g,Antonio's Authentic Portuguese Restaurant,2455 Long Beach Rd,"{'latitude': 40.652032, 'longitude': -73.635411}",112,4.0,11572
NUjGFprY9GavrOdZDHiIsg,Seasons 52,217 Lafayette Ave,"{'latitude': 40.5458836884315, 'longitude': -74.3325699938824}",585,4.0,08837
z3JDfCqlwOTwhQrnPgYkDg,Arte Cafe,191 7th Ave,"{'latitude': 40.74295, 'longitude': -73.99627}",82,4.0,10011
NFaLwGDXQxJmexrU6U__vA,Lea Wine Bar,230 Park Ave,"{'latitude': 40.7542460300303, 'longitude': -73.9756283400967}",137,3.5,10169
l7E6lpov_VPbhrxjWT-76Q,The Park View,219 Dyckman St,"{'latitude': 40.865788, 'longitude': -73.927333}",329,3.5,10034
s-qYd8oF3l3iTDNBi4rrcw,Maison Kayser,339 7th Ave,"{'latitude': 40.7476366585056, 'longitude': -73.9928533865082}",65,4.0,10001
lUQR6cZlHHKXOksH5xOTqA,Joe Allen,326 W 46th St,"{'latitude': 40.76005, 'longitude': -73.98913}",395,4.0,10036
CjI8xeqsAiUlouM6tzemfQ,Vive La Crepe,1 W 59th St,"{'latitude': 40.7645849467802, 'longitude': -73.9740431765463}",78,3.5,10019
huOYFLpe3EQKFeDVoxk6Hw,The Happiest Hour,121 W 10th St,"{'latitude': 40.734883, 'longitude': -73.999742}",401,3.0,10011
PntYFpmgQjAuccjszMFbBw,Bettola,412 Amsterdam Ave,"{'latitude': 40.78367, 'longitude': -73.97816}",201,3.5,10024
wzAMmlC32y2YMEu0u0bnsQ,Inès,419 E 74th ST,"{'latitude': 40.768889, 'longitude': -73.954077}",97,4.5,10021
7lPqxohBRjnpJjvNjRQUoA,Sip Unwine,1197 Flatbush Ave,"{'latitude': 40.64101, 'longitude': -73.95592}",159,4.0,11226
PPd4Gd-YTZdgr3w0mJhXvQ,Barrage,401 W 47th St,"{'latitude': 40.76181, 'longitude': -73.99053}",104,3.5,10036
xe9qWNyYmsRvNGRPgW-ZcA,Dons Bogam BBQ & Wine Bar,17 E 32nd St,"{'latitude': 40.74678, 'longitude': -73.98437}",994,4.0,10016
